dataset,dataset_folder,seed,method,anchor,raw_pair_y_abs_corr,proj_pair_y_abs_corr_median,proj_minus_raw_pair_y_abs_corr,raw_anchor_knn_abs_y,proj_anchor_knn_abs_y_median,proj_minus_raw_anchor_knn_abs_y,all_neighbor_abs_y,near_threshold,threshold_distance,shock_location,lmjgp_anchor,lmjgp_abs_error,lmjgp_kappa_EW_raw,lmjgp_eff_rank_EW_raw,lmjgp_trace_E_WtW_A,lmjgp_eff_rank_E_WWt_B,lmjgp_kappa_K_metric_plus_noise,lmjgp_kappa_K_sampled_norm_plus_noise,lmjgp_kappa_K_EW_Z_plus_noise
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,46.0,0.1621557017655477,0.08942185848935155,-0.07273384327619614,1.2776682376861572,1.2471160888671875,-0.030552148818969727,1.754460096359253,1,0.05118110403418541,0.5511810779571533,46,,nan,nan,208.27691650390625,3.000000238418579,1.0,9.927024841308594,221.96533203125
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,47.0,-0.18055210772483907,-0.12239442208048223,0.05815768564435683,0.14173251390457153,0.15807845443487167,0.01634594053030014,0.27255409955978394,0,0.5,0.0,47,,nan,nan,208.27691650390625,3.000000238418579,1.0087995529174805,37.31957817077637,136.50827026367188
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,48.0,-0.06234318532576365,-0.05838570314616577,0.0039574821795978765,0.060195840895175934,0.06136510707437992,0.0011692661792039871,0.059881020337343216,0,0.5,0.0,48,,nan,nan,208.27691650390625,3.000000238418579,1.6602787971496582,57.71623229980469,97.1947021484375
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,49.0,0.30372415455876106,0.07165591468490595,-0.2320682398738551,0.25064343214035034,0.4880194067955017,0.23737597465515137,0.45637229084968567,0,0.5,0.0,49,,nan,nan,208.27691650390625,3.000000238418579,1.0014467239379883,44.69135093688965,183.41180419921875
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,50.0,-0.05966452904305185,-0.027169030946905776,0.032495498096146075,0.4444630742073059,0.18667352944612503,-0.2577895447611809,0.2739449143409729,0,0.4842519760131836,0.015748031437397003,50,,nan,nan,208.27691650390625,3.000000238418579,1.0,13.371769428253174,163.0155029296875
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,51.0,0.03750403428021068,0.03362312320564986,-0.0038809110745608166,0.2346009761095047,0.23910395056009293,0.004502974450588226,0.30731743574142456,0,0.4842519760131836,0.015748031437397003,51,,nan,nan,208.27691650390625,3.000000238418579,1.0,18.380617141723633,160.2313232421875
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,52.0,0.2290558959036324,0.1844535344363426,-0.0446023614672898,0.04027559980750084,0.058893635869026184,0.018618036061525345,0.06841609627008438,1,0.05905511975288391,0.4409448802471161,52,,nan,nan,208.27691650390625,3.000000238418579,1.7472734451293945,769.055908203125,1603.6046142578125
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,53.0,0.18259164381187,0.13453566671312514,-0.04805597709874487,0.2599705755710602,0.28938180208206177,0.029411226511001587,0.28707990050315857,0,0.5,0.0,53,,nan,nan,208.27691650390625,3.000000238418579,1.0000300407409668,53.22462463378906,149.32907104492188
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,54.0,-0.02648330152590755,-0.05024750781325373,-0.02376420628734618,0.12576785683631897,0.11420580744743347,-0.011562049388885498,0.13086923956871033,0,0.30314961075782776,0.19685038924217224,54,,nan,nan,208.27691650390625,3.000000238418579,1.0,8.417560577392578,198.68028259277344
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,55.0,-0.10238765470418333,-0.058932574167478255,0.043455080536705076,0.1246958002448082,0.16011939942836761,0.03542359918355942,0.18147769570350647,0,0.5,0.0,55,,nan,nan,208.27691650390625,3.000000238418579,1.0,13.242930889129639,136.9938507080078
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,56.0,-0.0826092349245319,-0.06987473192197227,0.012734503002559627,0.12012622505426407,0.12695594877004623,0.0068297237157821655,0.12392041832208633,0,0.4212598502635956,0.07874015718698502,56,,nan,nan,208.27691650390625,3.000000238418579,1.0,24.294087409973145,141.51011657714844
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,57.0,0.16407602752102873,0.09392826271672855,-0.07014776480430018,0.13932478427886963,0.17172232270240784,0.03239753842353821,0.5414462089538574,0,0.5,0.0,57,,nan,nan,208.27691650390625,3.000000238418579,1.0830196142196655,60.171546936035156,129.533447265625
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,58.0,-0.006760900186946107,-0.034213041362823146,-0.027452141175877038,0.09284655749797821,0.09903260320425034,0.006186045706272125,0.2245589643716812,0,0.4685039222240448,0.031496062874794006,58,,nan,nan,208.27691650390625,3.000000238418579,1.0,14.929364681243896,123.58358764648438
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,59.0,0.49431563963628733,0.4179936575655804,-0.07632198207070695,0.05998377874493599,0.048790931701660156,-0.011192847043275833,0.07114002853631973,0,0.12204724550247192,0.6220472455024719,59,,nan,nan,208.27691650390625,3.000000238418579,1.0850492715835571,2.4860939979553223,5.928435325622559
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,60.0,0.18657888509237322,0.05797546136089675,-0.12860342373147648,0.12711867690086365,0.13015620410442352,0.0030375272035598755,0.2461959719657898,0,0.3976377844810486,0.10236220806837082,60,,nan,nan,208.27691650390625,3.000000238418579,1.0,13.606549739837646,147.6968231201172
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,61.0,0.3576147506960113,0.2617643797727304,-0.09585037092328086,1.706520438194275,2.4178082942962646,0.7112878561019897,2.247438430786133,1,0.019685039296746254,0.5196850299835205,61,,nan,nan,208.27691650390625,3.000000238418579,1.0,14.088508129119873,192.20680236816406
