dataset,seed,method,metric,value
Parkinsons Telemonitoring,3,lmjgp_transductive,wall_sec,915.5012036999979
Parkinsons Telemonitoring,3,lmjgp_transductive,coverage_90,0.9523809523809523
Parkinsons Telemonitoring,3,lmjgp_transductive,mean_width_90,15444970013.5492
Parkinsons Telemonitoring,3,lmjgp_transductive,coverage_95,0.9625850340136054
Parkinsons Telemonitoring,3,lmjgp_transductive,mean_width_95,18403816894.614567
Parkinsons Telemonitoring,3,cem_em_transductive,rmse,4.34509645677523
Parkinsons Telemonitoring,3,cem_em_transductive,mean_crps,1.2210884094238281
Parkinsons Telemonitoring,3,cem_em_transductive,wall_sec,429.3493441000028
Parkinsons Telemonitoring,3,cem_em_transductive,coverage_90,0.6207482993197279
Parkinsons Telemonitoring,3,cem_em_transductive,mean_width_90,1.2883861161950272
Parkinsons Telemonitoring,3,cem_em_transductive,coverage_95,0.6785714285714286
Parkinsons Telemonitoring,3,cem_em_transductive,mean_width_95,1.5352067470002249
Parkinsons Telemonitoring,3,lmjgp_supervised,rmse,4.1704786265211515
Parkinsons Telemonitoring,3,lmjgp_supervised,mean_crps,1.6086593866348267
Parkinsons Telemonitoring,3,lmjgp_supervised,wall_sec,906.4692122999986
Parkinsons Telemonitoring,3,lmjgp_supervised,coverage_90,0.9574829931972789
Parkinsons Telemonitoring,3,lmjgp_supervised,mean_width_90,9.603018166039064
Parkinsons Telemonitoring,3,lmjgp_supervised,coverage_95,0.967687074829932
Parkinsons Telemonitoring,3,lmjgp_supervised,mean_width_95,11.44270191579529
Parkinsons Telemonitoring,3,cem_em_supervised,rmse,3.196154023714758
Parkinsons Telemonitoring,3,cem_em_supervised,mean_crps,0.7368804812431335
Parkinsons Telemonitoring,3,cem_em_supervised,wall_sec,1339.2373407999985
Parkinsons Telemonitoring,3,cem_em_supervised,coverage_90,0.8282312925170068
Parkinsons Telemonitoring,3,cem_em_supervised,mean_width_90,2.273468478241018
Parkinsons Telemonitoring,3,cem_em_supervised,coverage_95,0.8622448979591837
Parkinsons Telemonitoring,3,cem_em_supervised,mean_width_95,2.7090047797128034
Parkinsons Telemonitoring,4,lmjgp_transductive,rmse,3.981654104936308
Parkinsons Telemonitoring,4,lmjgp_transductive,mean_crps,1.5534391403198242
