dataset,seed,method,split_type,n,metric_policy,n_eval_used,n_numeric_omitted,rmse,mean_crps,wall_sec,coverage_90,mean_width_90,coverage_95,mean_width_95
Appliances Energy Prediction,2,lmjgp_supervised_residual_ridge,random_row,35,raw,200,0,96.96536794755131,45.030914306640625,86.40404739999212,0.805,183.94207467827928,0.845,219.1805007471591
Appliances Energy Prediction,3,xgb_bootstrap,random_row,35,raw,200,0,99.69858725232918,44.67168045043945,8.14417760001379,0.89,195.4813602492561,0.915,232.9304075813339
Appliances Energy Prediction,3,dkl_svgp,random_row,35,raw,200,0,120.08615362772622,55.81779479980469,1.151574299990898,0.625,65.66531142115387,0.66,78.2450446108086
Appliances Energy Prediction,3,lmjgp_transductive,random_row,35,raw,200,0,113.36673960957624,46.44956970214844,97.52034160000039,0.82,163.74187372338886,0.855,195.11047670165482
Appliances Energy Prediction,3,lmjgp_transductive_residual_ridge,random_row,35,raw,200,0,106.92938473155124,46.104217529296875,84.35364799998933,0.84,177.76143175745455,0.865,211.81581046248593
Appliances Energy Prediction,3,lmjgp_supervised,random_row,35,raw,200,0,111.80276962500845,45.45063400268555,86.56120640001609,0.86,187.34710656056515,0.88,223.23784648670662
Appliances Energy Prediction,3,lmjgp_supervised_residual_ridge,random_row,35,raw,200,0,114.217149138758,47.921592712402344,83.6876348000078,0.865,174.21368755270478,0.89,207.58841250212296
Appliances Energy Prediction,4,xgb_bootstrap,random_row,35,raw,200,0,88.72243511659691,35.790260314941406,6.05604629998561,0.89,151.34264552375924,0.925,180.33588502421284
Appliances Energy Prediction,4,dkl_svgp,random_row,35,raw,200,0,105.87208269184624,46.63178634643555,1.158102899993537,0.56,51.65005672037751,0.61,61.54483858786392
Appliances Energy Prediction,4,lmjgp_transductive,random_row,35,raw,200,0,95.9377926673621,37.068870544433594,84.18544219998876,0.84,131.66310518448162,0.89,156.88626636800808
Appliances Energy Prediction,4,lmjgp_transductive_residual_ridge,random_row,35,raw,200,0,99.08646634975105,40.79397201538086,82.13915319999796,0.835,141.9562210304015,0.88,169.15127038790482
Appliances Energy Prediction,4,lmjgp_supervised,random_row,35,raw,200,0,93.87120431574617,35.4941291809082,85.00374569999985,0.845,127.20618897270364,0.885,151.57552314194515
Appliances Energy Prediction,4,lmjgp_supervised_residual_ridge,random_row,35,raw,200,0,92.71073435902797,39.29319381713867,89.93576699998812,0.82,154.0404814976108,0.86,183.5505548637083
